instruction,expected_intent,expected_entities,expected_workflow,missing_fields,risk_level
Please add Vikram to the customer list. Number is 8899776655,ADD_CUSTOMER,"{""customer_name"": ""Vikram"", ""phone_number"": ""8899776655""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Vikram""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""8899776655""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Delete Sara from customers,DELETE_CUSTOMER,"{""customer_name"": ""Sara""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Sara""}]",[],high
Change Headphones price to ₹50000,UPDATE_PRODUCT,"{""product_name"": ""Headphones"", ""price"": ""50000""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Headphones""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""50000""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Change the price of Tablet to 18000,UPDATE_PRODUCT,"{""product_name"": ""Tablet"", ""price"": ""18000""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Tablet""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""18000""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Change the price of Mouse to 599,UPDATE_PRODUCT,"{""product_name"": ""Mouse"", ""price"": ""599""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Mouse""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""599""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Fill the customer form with Rahul,FILL_FORM,"{""customer_name"": ""Rahul""}",[],"[""phone_number""]",low
Please make Printer cost 4999,UPDATE_PRODUCT,"{""product_name"": ""Printer"", ""price"": ""4999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Printer""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""4999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Change Laptop price to ₹50000,UPDATE_PRODUCT,"{""product_name"": ""Laptop"", ""price"": ""50000""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Laptop""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""50000""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
add custmer Rohan phone 9345678901,ADD_CUSTOMER,"{""customer_name"": ""Rohan"", ""phone_number"": ""9345678901""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Rohan""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9345678901""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Remove Arjun from the customer list,DELETE_CUSTOMER,"{""customer_name"": ""Arjun""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Arjun""}]",[],high
Update iPhone ka price 50000 kar do,UPDATE_PRODUCT,"{""product_name"": ""iPhone"", ""price"": ""50000""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""iPhone""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""50000""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Delte customer Neha,DELETE_CUSTOMER,"{""customer_name"": ""Neha""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Neha""}]",[],high
"Fill customer form with Rohan, phone 9345678901",FILL_FORM,"{""customer_name"": ""Rohan"", ""phone_number"": ""9345678901""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Rohan""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9345678901""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
"New customer Neha, phone number 9001122334",ADD_CUSTOMER,"{""customer_name"": ""Neha"", ""phone_number"": ""9001122334""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Neha""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9001122334""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
"Rahul naam ka customer bana do, mobile 9876543210 hai",ADD_CUSTOMER,"{""customer_name"": ""Rahul"", ""phone_number"": ""9876543210""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Rahul""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9876543210""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Delete Aditya's customer record,DELETE_CUSTOMER,"{""customer_name"": ""Aditya""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Aditya""}]",[],high
Speaker ka daam 1299 karna hai,UPDATE_PRODUCT,"{""product_name"": ""Speaker"", ""price"": ""1299""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Speaker""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""1299""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
I want to delete customer Aditya,DELETE_CUSTOMER,"{""customer_name"": ""Aditya""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Aditya""}]",[],high
Download the sales report for yesterday,DOWNLOAD_REPORT,"{""report_type"": ""sales report"", ""date"": ""yesterday""}","[{""action"": ""OPEN_PAGE"", ""target"": ""reports"", ""value"": null}, {""action"": ""DOWNLOAD_FILE"", ""target"": ""report-download"", ""value"": null}]",[],low
Set Printer price to 599,UPDATE_PRODUCT,"{""product_name"": ""Printer"", ""price"": ""599""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Printer""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""599""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Please make Tablet cost 50000,UPDATE_PRODUCT,"{""product_name"": ""Tablet"", ""price"": ""50000""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Tablet""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""50000""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Get daily report for last week,DOWNLOAD_REPORT,"{""report_type"": ""daily report"", ""date"": ""last week""}","[{""action"": ""OPEN_PAGE"", ""target"": ""reports"", ""value"": null}, {""action"": ""DOWNLOAD_FILE"", ""target"": ""report-download"", ""value"": null}]",[],low
add custmer Meera phone 9876501234,ADD_CUSTOMER,"{""customer_name"": ""Meera"", ""phone_number"": ""9876501234""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Meera""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9876501234""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Please make Speaker cost 50000,UPDATE_PRODUCT,"{""product_name"": ""Speaker"", ""price"": ""50000""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Speaker""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""50000""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Please download monthly report dated last week,DOWNLOAD_REPORT,"{""report_type"": ""monthly report"", ""date"": ""last week""}","[{""action"": ""OPEN_PAGE"", ""target"": ""reports"", ""value"": null}, {""action"": ""DOWNLOAD_FILE"", ""target"": ""report-download"", ""value"": null}]",[],low
Get sales report for today,DOWNLOAD_REPORT,"{""report_type"": ""sales report"", ""date"": ""today""}","[{""action"": ""OPEN_PAGE"", ""target"": ""reports"", ""value"": null}, {""action"": ""DOWNLOAD_FILE"", ""target"": ""report-download"", ""value"": null}]",[],low
Monday ka monthly report download karo,DOWNLOAD_REPORT,"{""report_type"": ""monthly report"", ""date"": ""Monday""}","[{""action"": ""OPEN_PAGE"", ""target"": ""reports"", ""value"": null}, {""action"": ""DOWNLOAD_FILE"", ""target"": ""report-download"", ""value"": null}]",[],low
Customer records se Karan delete karo,DELETE_CUSTOMER,"{""customer_name"": ""Karan""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Karan""}]",[],high
Change Monitor price to ₹24999,UPDATE_PRODUCT,"{""product_name"": ""Monitor"", ""price"": ""24999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Monitor""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""24999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
